model_nm,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,rpt_dt,sales_through_dt
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,38,0,0,0,9/13/2022,9/12/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,5,0,0,0,9/13/2022,9/12/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,46,0,0,0,9/13/2022,9/12/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/13/2022,9/12/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,26,0,0,0,9/13/2022,9/12/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/13/2022,9/12/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,0,0,0,0,9/13/2022,9/12/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,4,0,0,0,9/13/2022,9/12/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,0,0,0,0,9/13/2022,9/12/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,60,12,0,0,0,9/13/2022,9/12/2022
YUKON XL T1YGF                ,57,41,40,47,35,45,57,57,19,0,0,0,9/13/2022,9/12/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,18,0,0,0,9/14/2022,9/13/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/14/2022,9/13/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,11,0,0,0,9/14/2022,9/13/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,3,0,0,0,9/14/2022,9/13/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,11,0,0,0,9/14/2022,9/13/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,0,0,0,0,9/14/2022,9/13/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,1,0,0,0,9/14/2022,9/13/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/14/2022,9/13/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,20,0,0,0,9/14/2022,9/13/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/14/2022,9/13/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,356,99,0,0,0,9/14/2022,9/13/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,1,0,0,0,9/14/2022,9/13/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/14/2022,9/13/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,1,0,0,0,9/14/2022,9/13/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,10,0,0,0,9/14/2022,9/13/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,9,0,0,0,9/14/2022,9/13/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,5,0,0,0,9/14/2022,9/13/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,10,0,0,0,9/14/2022,9/13/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,130,0,0,0,9/14/2022,9/13/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,7,0,0,0,9/14/2022,9/13/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,2,0,0,0,9/14/2022,9/13/2022
EXPRESS VAN 610               ,511,643,725,686,1077,1391,1277,1625,325,0,0,0,9/14/2022,9/13/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,1,0,0,0,9/14/2022,9/13/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,22,0,0,0,9/14/2022,9/13/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,4,0,0,0,9/14/2022,9/13/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,9/14/2022,9/13/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,76,0,0,0,9/14/2022,9/13/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/14/2022,9/13/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,124,0,0,0,9/14/2022,9/13/2022
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,459,155,0,0,0,9/14/2022,9/13/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,409,449,90,0,0,0,9/14/2022,9/13/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,13,0,0,0,9/14/2022,9/13/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,27,0,0,0,9/14/2022,9/13/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,10,0,0,0,9/14/2022,9/13/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,281,58,0,0,0,9/14/2022,9/13/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1642,1494,1564,1166,1459,423,0,0,0,9/14/2022,9/13/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1180,1411,1448,1507,1894,403,0,0,0,9/14/2022,9/13/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,167,25,0,0,0,9/14/2022,9/13/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,287,70,0,0,0,9/14/2022,9/13/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,10,0,0,0,9/14/2022,9/13/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,123,113,21,0,0,0,9/14/2022,9/13/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,54,0,0,0,9/14/2022,9/13/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,5,0,0,0,9/14/2022,9/13/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,121,25,0,0,0,9/14/2022,9/13/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,41,0,0,0,9/14/2022,9/13/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,48,0,0,0,9/14/2022,9/13/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,6,0,0,0,9/14/2022,9/13/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,52,0,0,0,9/14/2022,9/13/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/14/2022,9/13/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,27,0,0,0,9/14/2022,9/13/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/14/2022,9/13/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,0,0,0,0,9/14/2022,9/13/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,4,0,0,0,9/14/2022,9/13/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,0,0,0,0,9/14/2022,9/13/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,60,12,0,0,0,9/14/2022,9/13/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,57,57,20,0,0,0,9/14/2022,9/13/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,19,0,0,0,9/15/2022,9/14/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/15/2022,9/14/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,13,0,0,0,9/15/2022,9/14/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,3,0,0,0,9/15/2022,9/14/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,12,0,0,0,9/15/2022,9/14/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,0,0,0,0,9/15/2022,9/14/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,2,0,0,0,9/15/2022,9/14/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/15/2022,9/14/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,23,0,0,0,9/15/2022,9/14/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/15/2022,9/14/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,113,0,0,0,9/15/2022,9/14/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,2,0,0,0,9/15/2022,9/14/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/15/2022,9/14/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,2,0,0,0,9/15/2022,9/14/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,10,0,0,0,9/15/2022,9/14/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,12,0,0,0,9/15/2022,9/14/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,5,0,0,0,9/15/2022,9/14/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,14,0,0,0,9/15/2022,9/14/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,146,0,0,0,9/15/2022,9/14/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,8,0,0,0,9/15/2022,9/14/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,2,0,0,0,9/15/2022,9/14/2022
EXPRESS VAN 610               ,511,643,725,686,1077,1391,1277,1625,372,0,0,0,9/15/2022,9/14/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,1,0,0,0,9/15/2022,9/14/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,26,0,0,0,9/15/2022,9/14/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,4,0,0,0,9/15/2022,9/14/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,9/15/2022,9/14/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,106,0,0,0,9/15/2022,9/14/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/15/2022,9/14/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,131,0,0,0,9/15/2022,9/14/2022
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,458,167,0,0,0,9/15/2022,9/14/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,409,449,105,0,0,0,9/15/2022,9/14/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,13,0,0,0,9/15/2022,9/14/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,34,0,0,0,9/15/2022,9/14/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,13,0,0,0,9/15/2022,9/14/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,281,62,0,0,0,9/15/2022,9/14/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1642,1494,1563,1165,1457,488,0,0,0,9/15/2022,9/14/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1180,1411,1448,1507,1894,462,0,0,0,9/15/2022,9/14/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,166,29,0,0,0,9/15/2022,9/14/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,287,74,0,0,0,9/15/2022,9/14/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,18,0,0,0,9/15/2022,9/14/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,123,113,22,0,0,0,9/15/2022,9/14/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,59,0,0,0,9/15/2022,9/14/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,5,0,0,0,9/15/2022,9/14/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,121,32,0,0,0,9/15/2022,9/14/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,44,0,0,0,9/15/2022,9/14/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,49,0,0,0,9/15/2022,9/14/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,7,0,0,0,9/15/2022,9/14/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,59,0,0,0,9/15/2022,9/14/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/15/2022,9/14/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,27,0,0,0,9/15/2022,9/14/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/15/2022,9/14/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,0,0,0,0,9/15/2022,9/14/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,5,0,0,0,9/15/2022,9/14/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,0,0,0,0,9/15/2022,9/14/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,59,11,0,0,0,9/15/2022,9/14/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,57,57,23,0,0,0,9/15/2022,9/14/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,22,0,0,0,9/16/2022,9/15/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/16/2022,9/15/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,14,0,0,0,9/16/2022,9/15/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,3,0,0,0,9/16/2022,9/15/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,12,0,0,0,9/16/2022,9/15/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,0,0,0,0,9/16/2022,9/15/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,2,0,0,0,9/16/2022,9/15/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/16/2022,9/15/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,26,0,0,0,9/16/2022,9/15/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/16/2022,9/15/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,130,0,0,0,9/16/2022,9/15/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,2,0,0,0,9/16/2022,9/15/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/16/2022,9/15/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,2,0,0,0,9/16/2022,9/15/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,10,0,0,0,9/16/2022,9/15/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,13,0,0,0,9/16/2022,9/15/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,6,0,0,0,9/16/2022,9/15/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,16,0,0,0,9/16/2022,9/15/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,164,0,0,0,9/16/2022,9/15/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,7,0,0,0,9/16/2022,9/15/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,2,0,0,0,9/16/2022,9/15/2022
EXPRESS VAN 610               ,511,642,723,686,1074,1391,1277,1625,448,0,0,0,9/16/2022,9/15/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,1,0,0,0,9/16/2022,9/15/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,30,0,0,0,9/16/2022,9/15/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,4,0,0,0,9/16/2022,9/15/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,9/16/2022,9/15/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,100,0,0,0,9/16/2022,9/15/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/16/2022,9/15/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,138,0,0,0,9/16/2022,9/15/2022
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,456,186,0,0,0,9/16/2022,9/15/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,408,449,122,0,0,0,9/16/2022,9/15/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,16,0,0,0,9/16/2022,9/15/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,42,0,0,0,9/16/2022,9/15/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,14,0,0,0,9/16/2022,9/15/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,281,70,0,0,0,9/16/2022,9/15/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1642,1494,1563,1166,1457,558,0,0,0,9/16/2022,9/15/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1180,1411,1448,1507,1894,516,0,0,0,9/16/2022,9/15/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,166,36,0,0,0,9/16/2022,9/15/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,287,82,0,0,0,9/16/2022,9/15/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,18,0,0,0,9/16/2022,9/15/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,123,113,21,0,0,0,9/16/2022,9/15/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,72,0,0,0,9/16/2022,9/15/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,5,0,0,0,9/16/2022,9/15/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,121,33,0,0,0,9/16/2022,9/15/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,50,0,0,0,9/16/2022,9/15/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,55,0,0,0,9/16/2022,9/15/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,15,0,0,0,9/16/2022,9/15/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,60,0,0,0,9/16/2022,9/15/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/16/2022,9/15/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,28,0,0,0,9/16/2022,9/15/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/16/2022,9/15/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,0,0,0,0,9/16/2022,9/15/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,5,0,0,0,9/16/2022,9/15/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,0,0,0,0,9/16/2022,9/15/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,59,11,0,0,0,9/16/2022,9/15/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,57,57,26,0,0,0,9/16/2022,9/15/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,26,0,0,0,9/17/2022,9/16/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/17/2022,9/16/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,16,0,0,0,9/17/2022,9/16/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,3,0,0,0,9/17/2022,9/16/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,12,0,0,0,9/17/2022,9/16/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,0,0,0,0,9/17/2022,9/16/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,5,0,0,0,9/17/2022,9/16/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/17/2022,9/16/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,27,0,0,0,9/17/2022,9/16/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/17/2022,9/16/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,149,0,0,0,9/17/2022,9/16/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,2,0,0,0,9/17/2022,9/16/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/17/2022,9/16/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,2,0,0,0,9/17/2022,9/16/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,13,0,0,0,9/17/2022,9/16/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,15,0,0,0,9/17/2022,9/16/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,8,0,0,0,9/17/2022,9/16/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,19,0,0,0,9/17/2022,9/16/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,185,0,0,0,9/17/2022,9/16/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,7,0,0,0,9/17/2022,9/16/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,2,0,0,0,9/17/2022,9/16/2022
EXPRESS VAN 610               ,511,642,723,683,1074,1391,1277,1625,528,0,0,0,9/17/2022,9/16/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,1,0,0,0,9/17/2022,9/16/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,32,0,0,0,9/17/2022,9/16/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,4,0,0,0,9/17/2022,9/16/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,9/17/2022,9/16/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,129,0,0,0,9/17/2022,9/16/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/17/2022,9/16/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,158,0,0,0,9/17/2022,9/16/2022
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,456,207,0,0,0,9/17/2022,9/16/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,408,448,131,0,0,0,9/17/2022,9/16/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,18,0,0,0,9/17/2022,9/16/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,45,0,0,0,9/17/2022,9/16/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,17,0,0,0,9/17/2022,9/16/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,281,77,0,0,0,9/17/2022,9/16/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1642,1494,1563,1166,1456,633,0,0,0,9/17/2022,9/16/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1180,1411,1448,1507,1892,588,0,0,0,9/17/2022,9/16/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,166,37,0,0,0,9/17/2022,9/16/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,287,98,0,0,0,9/17/2022,9/16/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,23,0,0,0,9/17/2022,9/16/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,123,114,26,0,0,0,9/17/2022,9/16/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,81,0,0,0,9/17/2022,9/16/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,6,0,0,0,9/17/2022,9/16/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,119,36,0,0,0,9/17/2022,9/16/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,56,0,0,0,9/17/2022,9/16/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,61,0,0,0,9/17/2022,9/16/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,15,0,0,0,9/17/2022,9/16/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,66,0,0,0,9/17/2022,9/16/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/17/2022,9/16/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,30,0,0,0,9/17/2022,9/16/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/17/2022,9/16/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,0,0,0,0,9/17/2022,9/16/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,5,0,0,0,9/17/2022,9/16/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,0,0,0,0,9/17/2022,9/16/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,59,16,0,0,0,9/17/2022,9/16/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,57,57,30,0,0,0,9/17/2022,9/16/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,26,0,0,0,9/18/2022,9/17/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/18/2022,9/17/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,16,0,0,0,9/18/2022,9/17/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,3,0,0,0,9/18/2022,9/17/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,12,0,0,0,9/18/2022,9/17/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,0,0,0,0,9/18/2022,9/17/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,5,0,0,0,9/18/2022,9/17/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/18/2022,9/17/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,27,0,0,0,9/18/2022,9/17/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/18/2022,9/17/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,151,0,0,0,9/18/2022,9/17/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,2,0,0,0,9/18/2022,9/17/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/18/2022,9/17/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,2,0,0,0,9/18/2022,9/17/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,13,0,0,0,9/18/2022,9/17/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,15,0,0,0,9/18/2022,9/17/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,8,0,0,0,9/18/2022,9/17/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,20,0,0,0,9/18/2022,9/17/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,186,0,0,0,9/18/2022,9/17/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,7,0,0,0,9/18/2022,9/17/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,2,0,0,0,9/18/2022,9/17/2022
EXPRESS VAN 610               ,511,642,723,683,1074,1391,1277,1625,636,0,0,0,9/18/2022,9/17/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,1,0,0,0,9/18/2022,9/17/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,33,0,0,0,9/18/2022,9/17/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,4,0,0,0,9/18/2022,9/17/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,9/18/2022,9/17/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,135,0,0,0,9/18/2022,9/17/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/18/2022,9/17/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,158,0,0,0,9/18/2022,9/17/2022
